name,imports
World.Africa.Western Africa.Togo,"['World.Africa.Western Africa.Benin', 'World.Africa.Western Africa.Burkina Faso', 'World.Africa.Western Africa.Niger', ""World.Africa.Western Africa.Cote d'Ivoire"", 'World.Africa.Western Africa.Mali', 'World.Africa.Western Africa.Ghana', 'World.Asia.Southern Asia.India', 'World.Europe.Western Europe.France', 'World.Africa.Western Africa.Nigeria', 'World.Asia.South-eastern Asia.Malaysia', 'World.Oceania.Australia and New Zealand.Australia', 'World.Asia.Western Asia.United Arab Emirates', 'World.Asia.South-eastern Asia.Vietnam', 'World.Asia.Southern Asia.Bangladesh', 'World.Americas.Northern America.Canada', 'World.Africa.Western Africa.Senegal']"
World.Africa.Eastern Africa.Rwanda,"['World.Europe.Western Europe.Switzerland', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Asia.Western Asia.United Arab Emirates', 'World.Europe.Northern Europe.United Kingdom', 'World.Asia.Southern Asia.Pakistan', 'World.Asia.South-eastern Asia.Singapore', 'World.Africa.Eastern Africa.Uganda', 'World.Asia.South-eastern Asia.Thailand', 'World.Europe.Northern Europe.Lithuania', 'World.Europe.Western Europe.Belgium', 'World.Americas.Northern America.United States', 'World.Asia.Eastern Asia.China', 'World.Africa.Eastern Africa.Burundi', 'World.Africa.Eastern Africa.Kenya', 'World.Africa.Middle Africa.Central African Republic', 'World.Africa.Eastern Africa.Tanzania']"
World.Africa.Eastern Africa.Uganda,"['World.Africa.Eastern Africa.Kenya', 'World.Asia.Western Asia.United Arab Emirates', 'World.Africa.Eastern Africa.South Sudan', 'World.Africa.Eastern Africa.Rwanda', 'World.Europe.Southern Europe.Italy', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Western Europe.Germany', 'World.Europe.Western Europe.Belgium', 'World.Africa.Eastern Africa.Tanzania', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Americas.Northern America.United States', 'World.Africa.Eastern Africa.Burundi', 'World.Asia.Southern Asia.India', 'World.Europe.Southern Europe.Spain', 'World.Asia.Eastern Asia.China', 'World.Asia.South-eastern Asia.Singapore', 'World.Europe.Southern Europe.Portugal', 'World.Asia.South-eastern Asia.Vietnam', 'World.Asia.South-eastern Asia.Indonesia']"
World.Africa.Eastern Africa.Kenya,"['World.Africa.Eastern Africa.Uganda', 'World.Asia.Southern Asia.Pakistan', 'World.Americas.Northern America.United States', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Northern Europe.United Kingdom', 'World.Africa.Eastern Africa.Tanzania', 'World.Asia.Western Asia.United Arab Emirates', 'World.Africa.Northern Africa.Egypt Arab Rep.', 'World.Africa.Eastern Africa.Rwanda', 'World.Africa.Eastern Africa.Somalia', 'World.Africa.Eastern Africa.South Sudan', 'World.Asia.Eastern Asia.China', 'World.Europe.Western Europe.Germany', 'World.Asia.Western Asia.Saudi Arabia', 'World.Asia.Southern Asia.India', 'World.Europe.Eastern Europe.Russian Federation', 'World.Europe.Western Europe.France', 'World.Asia.South-eastern Asia.Thailand', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Africa.Eastern Africa.Burundi', 'World.Africa.Southern Africa.South Africa', 'World.Europe.Western Europe.Belgium', 'World.Africa.Eastern Africa.Ethiopia(excludes Eritrea)', 'World.Asia.Western Asia.Qatar', 'World.Africa.Eastern Africa.Zambia', 'World.Asia.Eastern Asia.Japan', 'World.Asia.Western Asia.Yemen', 'World.Europe.Southern Europe.Spain', 'World.Europe.Southern Europe.Italy', 'World.Asia.Southern Asia.Afghanistan', 'World.Europe.Western Europe.Switzerland', 'World.Africa.Eastern Africa.Malawi', 'World.Europe.Northern Europe.Norway', 'World.Americas.Northern America.Canada']"
World.Africa.Eastern Africa.Tanzania,"['World.Africa.Eastern Africa.Rwanda', 'World.Africa.Eastern Africa.Kenya', 'World.Africa.Eastern Africa.Zambia', 'World.Africa.Eastern Africa.Uganda', 'World.Asia.South-eastern Asia.Indonesia', 'World.Americas.Northern America.United States', 'World.Asia.Eastern Asia.China', 'World.Africa.Eastern Africa.Malawi', 'World.Africa.Southern Africa.South Africa', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Asia.South-eastern Asia.Vietnam', 'World.Africa.Eastern Africa.Ethiopia(excludes Eritrea)', 'World.Europe.Northern Europe.United Kingdom', 'World.Asia.Western Asia.United Arab Emirates', 'World.Europe.Western Europe.Netherlands', 'World.Africa.Eastern Africa.Comoros', 'World.Asia.Southern Asia.India', 'World.Africa.Eastern Africa.Mozambique', 'World.Europe.Western Europe.Germany', 'World.Africa.Northern Africa.Egypt Arab Rep.', 'World.Africa.Eastern Africa.Zimbabwe', 'World.Europe.Northern Europe.Norway', 'World.Africa.Eastern Africa.Burundi']"
World.Africa.Middle Africa.Cameroon,
World.Asia.South-eastern Asia.Myanmar,"['World.Asia.Eastern Asia.China', 'World.Asia.South-eastern Asia.Thailand', 'World.Asia.Eastern Asia.Japan', 'World.Asia.South-eastern Asia.Singapore', 'World.Asia.Southern Asia.India', 'World.Americas.Northern America.United States', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Europe.Western Europe.Germany', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Europe.Northern Europe.United Kingdom', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Southern Europe.Spain', 'World.Asia.South-eastern Asia.Malaysia', 'World.Asia.South-eastern Asia.Vietnam', 'World.Europe.Western Europe.Belgium', 'World.Europe.Southern Europe.Italy']"
World.Americas.Caribbean.Dominican Republic,"['World.Americas.Northern America.United States', 'World.Americas.Caribbean.Haiti', 'World.Asia.Southern Asia.India', 'World.Americas.Northern America.Canada', 'World.Europe.Western Europe.Netherlands', 'World.Asia.Eastern Asia.China', 'World.Europe.Western Europe.Switzerland', 'World.Europe.Southern Europe.Spain', 'World.Europe.Northern Europe.United Kingdom', 'World.Europe.Western Europe.Germany', 'World.Europe.Southern Europe.Italy', 'World.Americas.Caribbean.Jamaica']"
World.Americas.Caribbean.Bahamas The,"['World.Americas.Northern America.United States', 'World.Europe.Northern Europe.Ireland', 'World.Americas.Central America.Panama', 'World.Americas.Caribbean.Turks and Caicos Isl.', 'World.Europe.Western Europe.France']"
World.Africa.Eastern Africa.Zambia,"['World.Europe.Western Europe.Switzerland', 'World.Asia.Eastern Asia.China', 'World.Asia.South-eastern Asia.Singapore', 'World.Africa.Southern Africa.South Africa', 'World.Europe.Northern Europe.United Kingdom', 'World.Asia.Western Asia.United Arab Emirates', 'World.Asia.Southern Asia.India']"
World.Africa.Middle Africa.Gabon,
World.Africa.Middle Africa.Angola,"['World.Asia.Eastern Asia.China', 'World.Asia.Southern Asia.India', 'World.Americas.Northern America.United States', 'World.Europe.Southern Europe.Spain', 'World.Africa.Southern Africa.South Africa', 'World.Europe.Southern Europe.Portugal', 'World.Asia.Western Asia.United Arab Emirates', 'World.Europe.Western Europe.France', 'World.Asia.South-eastern Asia.Singapore', 'World.Africa.Southern Africa.Namibia', 'World.Asia.South-eastern Asia.Thailand', 'World.Americas.Northern America.Canada', 'World.Africa.Middle Africa.Congo Rep.', 'World.Asia.South-eastern Asia.Indonesia', 'World.Europe.Northern Europe.United Kingdom']"
World.Americas.Central America.Nicaragua,"['World.Americas.Northern America.United States', 'World.Americas.Central America.El Salvador', 'World.Americas.Central America.Mexico', 'World.Americas.Central America.Honduras', 'World.Americas.Central America.Costa Rica', 'World.Americas.Central America.Guatemala', 'World.Europe.Northern Europe.United Kingdom', 'World.Europe.Western Europe.Germany', 'World.Asia.Eastern Asia.China', 'World.Europe.Western Europe.Belgium', 'World.Europe.Southern Europe.Spain']"
World.Americas.Central America.El Salvador,"['World.Americas.Northern America.United States', 'World.Americas.Central America.Honduras', 'World.Americas.Central America.Guatemala', 'World.Americas.Central America.Nicaragua', 'World.Americas.Central America.Costa Rica', 'World.Americas.Central America.Mexico', 'World.Americas.Central America.Panama']"
World.Africa.Western Africa.Mali,
World.Africa.Western Africa.Senegal,"['World.Africa.Western Africa.Mali', 'World.Europe.Western Europe.Switzerland', 'World.Asia.Southern Asia.India', 'World.Europe.Southern Europe.Spain', ""World.Africa.Western Africa.Cote d'Ivoire"", 'World.Africa.Western Africa.Guinea', 'World.Asia.Eastern Asia.China', 'World.Americas.Northern America.United States', 'World.Europe.Southern Europe.Italy', 'World.Africa.Western Africa.Gambia The', 'World.Europe.Western Europe.Netherlands', 'World.Africa.Western Africa.Mauritania', 'World.Europe.Western Europe.France', 'World.Africa.Western Africa.Burkina Faso', 'World.Asia.Western Asia.United Arab Emirates', 'World.Africa.Western Africa.Guinea-Bissau', 'World.Europe.Northern Europe.United Kingdom', 'World.Africa.Middle Africa.Congo Rep.', 'World.Europe.Western Europe.Belgium', 'World.Africa.Middle Africa.Cameroon', 'World.Africa.Western Africa.Nigeria', 'World.Africa.Western Africa.Niger', 'World.Asia.Eastern Asia.Korea Rep.']"
World.Europe.Northern Europe.Estonia,"['World.Europe.Northern Europe.Finland', 'World.Europe.Northern Europe.Sweden', 'World.Europe.Eastern Europe.Russian Federation', 'World.Americas.Northern America.United States', 'World.Europe.Northern Europe.Latvia', 'World.Europe.Western Europe.Germany', 'World.Europe.Northern Europe.Lithuania', 'World.Europe.Northern Europe.Norway', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Northern Europe.Denmark', 'World.Europe.Eastern Europe.Poland', 'World.Europe.Western Europe.France', 'World.Europe.Northern Europe.United Kingdom', 'World.Asia.South-eastern Asia.Singapore', 'World.Europe.Western Europe.Belgium', 'World.Asia.Eastern Asia.China', 'World.Europe.Southern Europe.Italy', 'World.Asia.Western Asia.Saudi Arabia', 'World.Americas.Northern America.Canada', 'World.Europe.Eastern Europe.Ukraine', 'World.Europe.Southern Europe.Spain', 'World.Asia.Western Asia.Turkey', 'World.Europe.Western Europe.Switzerland', 'World.Europe.Eastern Europe.Czech Republic']"
World.Europe.Southern Europe.Bosnia and Herzegovina,"['World.Europe.Western Europe.Germany', 'World.Europe.Southern Europe.Croatia', 'World.Europe.Southern Europe.Italy', 'World.Europe.Southern Europe.Slovenia', 'World.Europe.Western Europe.Austria', 'World.Europe.Eastern Europe.Hungary', 'World.Asia.Western Asia.Turkey', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Western Europe.France', 'World.Europe.Eastern Europe.Slovak Republic', 'World.Europe.Western Europe.Switzerland', 'World.Europe.Eastern Europe.Poland', 'World.Europe.Western Europe.Luxembourg', 'World.Europe.Eastern Europe.Czech Republic']"
World.Americas.Caribbean.Cayman Islands,
World.Africa.Northern Africa.Libya,"['World.Europe.Southern Europe.Italy', 'World.Asia.Eastern Asia.China', 'World.Europe.Southern Europe.Spain', 'World.Europe.Western Europe.France', 'World.Asia.Western Asia.United Arab Emirates', 'World.Americas.Northern America.United States', 'World.Europe.Southern Europe.Greece', 'World.Europe.Northern Europe.United Kingdom', 'World.Europe.Western Europe.Netherlands', 'World.Asia.South-eastern Asia.Malaysia', 'World.Asia.South-eastern Asia.Singapore', 'World.Europe.Northern Europe.Denmark']"
World.Africa.Western Africa.Liberia,
World.Asia.Western Asia.Lebanon,"['World.Asia.Western Asia.United Arab Emirates', 'World.Asia.Western Asia.Syrian Arab Republic', 'World.Asia.Western Asia.Saudi Arabia', 'World.Asia.Western Asia.Iraq', 'World.Africa.Southern Africa.South Africa', 'World.Asia.Western Asia.Qatar', 'World.Europe.Western Europe.Switzerland', 'World.Asia.Western Asia.Turkey', 'World.Asia.Western Asia.Jordan', 'World.Africa.Northern Africa.Egypt Arab Rep.', 'World.Asia.Western Asia.Kuwait', 'World.Americas.Northern America.United States', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Europe.Southern Europe.Spain', 'World.Europe.Western Europe.France', ""World.Africa.Western Africa.Cote d'Ivoire"", 'World.Europe.Western Europe.Germany', 'World.Europe.Southern Europe.Greece', 'World.Africa.Middle Africa.Congo Rep.', 'World.Europe.Southern Europe.Italy', 'World.Europe.Northern Europe.United Kingdom', 'World.Africa.Northern Africa.Algeria', 'World.Africa.Western Africa.Nigeria', 'World.Europe.Western Europe.Netherlands', 'World.Africa.Western Africa.Ghana', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Americas.South America.Brazil', 'World.Europe.Western Europe.Belgium', 'World.Asia.Eastern Asia.China', 'World.Americas.Northern America.Canada', 'World.Asia.Western Asia.Oman', 'World.Africa.Western Africa.Liberia', 'World.Africa.Western Africa.Guinea', 'World.Africa.Middle Africa.Angola', 'World.Oceania.Australia and New Zealand.Australia', 'World.Africa.Northern Africa.Morocco', 'World.Asia.Southern Asia.Bangladesh', 'World.Europe.Eastern Europe.Bulgaria']"
World.Europe.Northern Europe.Faeroe Islands,
World.Europe.Northern Europe.Iceland,"['World.Europe.Western Europe.Netherlands', 'World.Europe.Northern Europe.United Kingdom', 'World.Europe.Southern Europe.Spain', 'World.Europe.Western Europe.France', 'World.Europe.Northern Europe.Norway', 'World.Americas.Northern America.United States', 'World.Europe.Western Europe.Germany', 'World.Asia.Eastern Asia.China', 'World.Europe.Northern Europe.Denmark', 'World.Americas.Northern America.Canada', 'World.Asia.Eastern Asia.Japan', 'World.Europe.Eastern Europe.Russian Federation', 'World.Europe.Southern Europe.Portugal', 'World.Europe.Western Europe.Belgium', 'World.Europe.Northern Europe.Faeroe Islands', 'World.Europe.Eastern Europe.Poland', 'World.Africa.Western Africa.Nigeria', 'World.Europe.Southern Europe.Italy']"
World.Americas.Caribbean.Haiti,
World.Asia.Western Asia.Jordan,"['World.Americas.Northern America.United States', 'World.Asia.Western Asia.Saudi Arabia', 'World.Asia.Western Asia.Iraq', 'World.Asia.Southern Asia.India', 'World.Asia.Western Asia.United Arab Emirates', 'World.Asia.Western Asia.Kuwait', 'World.Asia.Western Asia.Occ.Pal.Terr', 'World.Asia.Western Asia.Qatar', 'World.Africa.Northern Africa.Egypt Arab Rep.', 'World.Asia.Western Asia.Lebanon', 'World.Asia.South-eastern Asia.Indonesia', 'World.Asia.Eastern Asia.China', 'World.Asia.Western Asia.Israel', 'World.Asia.Western Asia.Turkey', 'World.Africa.Northern Africa.Algeria', 'World.Asia.South-eastern Asia.Malaysia', 'World.Asia.Western Asia.Syrian Arab Republic', 'World.Asia.Western Asia.Oman', 'World.Americas.Northern America.Canada']"
World.Africa.Northern Africa.Tunisia,"['World.Europe.Western Europe.France', 'World.Europe.Southern Europe.Italy', 'World.Europe.Western Europe.Germany', 'World.Europe.Southern Europe.Spain', 'World.Africa.Northern Africa.Algeria', 'World.Africa.Northern Africa.Libya', 'World.Americas.Northern America.United States', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Northern Europe.United Kingdom', 'World.Europe.Western Europe.Belgium', 'World.Africa.Northern Africa.Morocco', 'World.Europe.Eastern Europe.Poland', 'World.Asia.Western Asia.Turkey', 'World.Europe.Western Europe.Switzerland', 'World.Europe.Eastern Europe.Czech Republic', 'World.Asia.Eastern Asia.China', 'World.Europe.Western Europe.Austria', 'World.Europe.Southern Europe.Portugal']"
World.Europe.Southern Europe.Malta,"['World.Europe.Western Europe.France', 'World.Europe.Western Europe.Germany', 'World.Europe.Southern Europe.Italy', 'World.Asia.South-eastern Asia.Singapore', 'World.Africa.Northern Africa.Libya', 'World.Americas.Northern America.United States', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Asia.Eastern Asia.Japan', 'World.Africa.Northern Africa.Egypt Arab Rep.', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Northern Europe.United Kingdom', 'World.Asia.Eastern Asia.China', 'World.Africa.Northern Africa.Tunisia', 'World.Europe.Southern Europe.Spain', 'World.Europe.Southern Europe.Gibraltar', 'World.Europe.Eastern Europe.Poland', 'World.Asia.Western Asia.Turkey', 'World.Europe.Northern Europe.Sweden', 'World.Europe.Eastern Europe.Hungary', 'World.Americas.South America.Venezuela', 'World.Americas.Northern America.Canada', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Americas.Central America.Mexico', 'World.Asia.South-eastern Asia.Philippines', 'World.Asia.Western Asia.United Arab Emirates', 'World.Asia.Western Asia.Saudi Arabia', 'World.Asia.South-eastern Asia.Malaysia']"
World.Asia.Western Asia.Yemen,"['World.Africa.Northern Africa.Egypt Arab Rep.', 'World.Asia.Southern Asia.Pakistan', 'World.Europe.Western Europe.Netherlands']"
World.Africa.Eastern Africa.Ethiopia(excludes Eritrea),"['World.Asia.Eastern Asia.China', 'World.Asia.Western Asia.Saudi Arabia', 'World.Asia.Western Asia.United Arab Emirates', 'World.Americas.Northern America.United States', 'World.Africa.Eastern Africa.Djibouti', 'World.Asia.Western Asia.Israel', 'World.Asia.South-eastern Asia.Lao PDR', 'World.Africa.Eastern Africa.Somalia', 'World.Asia.South-eastern Asia.Vietnam', 'World.Europe.Western Europe.Germany', 'World.Asia.Eastern Asia.Japan', 'World.Asia.Southern Asia.India', 'World.Asia.Western Asia.Turkey', 'World.Europe.Western Europe.Switzerland', 'World.Europe.Western Europe.Belgium', 'World.Africa.Eastern Africa.Kenya', 'World.Asia.South-eastern Asia.Indonesia', 'World.Europe.Southern Europe.Italy', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Asia.Western Asia.Yemen', 'World.Europe.Northern Europe.United Kingdom', 'World.Africa.Western Africa.Togo', 'World.Africa.Western Africa.Nigeria', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Europe.Western Europe.Netherlands', 'World.Asia.Western Asia.Jordan', 'World.Europe.Western Europe.France', 'World.Africa.Eastern Africa.Tanzania', 'World.Asia.Southern Asia.Pakistan']"
World.Americas.Central America.Costa Rica,"['World.Americas.Northern America.United States', 'World.Europe.Western Europe.Netherlands', 'World.Americas.Central America.Guatemala', 'World.Americas.Central America.Panama', 'World.Europe.Western Europe.Belgium', 'World.Americas.Central America.Nicaragua', 'World.Americas.Central America.Honduras', 'World.Americas.Central America.El Salvador', 'World.Americas.Central America.Mexico', 'World.Americas.Caribbean.Dominican Republic', 'World.Asia.Eastern Asia.Japan', 'World.Europe.Northern Europe.United Kingdom', 'World.Europe.Southern Europe.Italy', 'World.Europe.Southern Europe.Spain', 'World.Europe.Western Europe.Germany', 'World.Asia.Eastern Asia.China', 'World.Europe.Northern Europe.Ireland', 'World.Americas.Northern America.Canada']"
World.Africa.Eastern Africa.Mozambique,"['World.Asia.Southern Asia.India', 'World.Europe.Western Europe.Netherlands', 'World.Africa.Southern Africa.South Africa', 'World.Asia.Eastern Asia.China', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Asia.South-eastern Asia.Singapore', 'World.Americas.Northern America.United States', 'World.Europe.Eastern Europe.Poland', 'World.Europe.Northern Europe.United Kingdom', 'World.Asia.Western Asia.United Arab Emirates', 'World.Europe.Western Europe.Belgium', 'World.Europe.Southern Europe.Italy', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Europe.Southern Europe.Spain', 'World.Asia.Western Asia.Turkey', 'World.Asia.Eastern Asia.Japan']"
World.Africa.Eastern Africa.Zimbabwe,"['World.Africa.Southern Africa.South Africa', 'World.Asia.Western Asia.United Arab Emirates', 'World.Africa.Eastern Africa.Mozambique']"
World.Africa.Eastern Africa.Djibouti,
World.Asia.South-eastern Asia.Lao PDR,"['World.Asia.South-eastern Asia.Thailand', 'World.Asia.Eastern Asia.China', 'World.Asia.South-eastern Asia.Vietnam']"
World.Africa.Eastern Africa.Somalia,
World.Oceania.Polynesia.Tonga,
World.Oceania.Melanesia.Vanuatu,
World.Oceania.Polynesia.Samoa,"['World.Oceania.Polynesia.American Samoa', 'World.Oceania.Australia and New Zealand.New Zealand', 'World.Oceania.Polynesia.Tokelau', 'World.Oceania.Australia and New Zealand.Australia', 'World.Americas.Northern America.United States', 'World.Oceania.Melanesia.Fiji', 'World.Asia.Eastern Asia.Japan']"
World.Oceania.Polynesia.Tuvalu,
World.Oceania.Micronesia.Kiribati,
World.Oceania.Polynesia.American Samoa,
World.Oceania.Melanesia.New Caledonia,
World.Oceania.Polynesia.Cook Islands,
World.Oceania.Melanesia.Solomon Islands,"['World.Asia.Eastern Asia.China', 'World.Europe.Southern Europe.Italy', 'World.Asia.Southern Asia.India', 'World.Europe.Western Europe.Switzerland', 'World.Asia.South-eastern Asia.Thailand', 'World.Europe.Western Europe.Netherlands', 'World.Asia.South-eastern Asia.Philippines', 'World.Asia.South-eastern Asia.Malaysia']"
World.Oceania.Polynesia.French Polynesia,
World.Asia.Western Asia.Qatar,"['World.Asia.Eastern Asia.Japan', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Asia.Southern Asia.India', 'World.Asia.Eastern Asia.China', 'World.Asia.South-eastern Asia.Singapore', 'World.Asia.South-eastern Asia.Thailand', 'World.Asia.Southern Asia.Pakistan', 'World.Asia.Western Asia.United Arab Emirates', 'World.Europe.Southern Europe.Italy', 'World.Asia.Western Asia.Oman', 'World.Europe.Northern Europe.United Kingdom', 'World.Asia.Western Asia.Turkey', 'World.Americas.Northern America.United States', 'World.Europe.Western Europe.Belgium', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Eastern Europe.Poland', 'World.Asia.Western Asia.Kuwait', 'World.Europe.Southern Europe.Spain']"
World.Africa.Western Africa.Cape Verde,"['World.Europe.Southern Europe.Spain', 'World.Europe.Southern Europe.Portugal', 'World.Europe.Southern Europe.Italy']"
World.Africa.Western Africa.Guinea-Bissau,
World.Africa.Western Africa.Guinea,
World.Asia.Western Asia.Armenia,"['World.Europe.Eastern Europe.Russian Federation', 'World.Europe.Western Europe.Switzerland', 'World.Europe.Eastern Europe.Bulgaria', 'World.Asia.Western Asia.Iraq', 'World.Europe.Western Europe.Germany', 'World.Europe.Western Europe.Netherlands', 'World.Asia.Eastern Asia.China', 'World.Asia.Southern Asia.Iran Islamic Rep.', 'World.Asia.Western Asia.United Arab Emirates', 'World.Asia.Western Asia.Georgia', 'World.Asia.Western Asia.Syrian Arab Republic', 'World.Europe.Southern Europe.Italy', 'World.Europe.Western Europe.Belgium']"
World.Asia.Central Asia.Turkmenistan,
World.Asia.Central Asia.Kyrgyz Republic,"['World.Europe.Northern Europe.United Kingdom', 'World.Europe.Eastern Europe.Russian Federation', 'World.Asia.Central Asia.Kazakhstan', 'World.Asia.Central Asia.Uzbekistan', 'World.Asia.Western Asia.Turkey', 'World.Asia.Eastern Asia.China', 'World.Asia.Central Asia.Tajikistan', 'World.Europe.Northern Europe.Lithuania']"
World.Asia.Western Asia.Cyprus,"['World.Americas.Caribbean.Cayman Islands', 'World.Europe.Northern Europe.Norway', 'World.Africa.Northern Africa.Libya', 'World.Europe.Southern Europe.Greece', 'World.Oceania.Micronesia.Marshall Islands', 'World.Asia.Eastern Asia.Hong Kong China', 'World.Europe.Northern Europe.Ireland', 'World.Europe.Western Europe.Germany', 'World.Europe.Northern Europe.United Kingdom', 'World.Africa.Northern Africa.Egypt Arab Rep.', 'World.Americas.Northern America.United States', 'World.Africa.Western Africa.Liberia', 'World.Asia.Western Asia.Lebanon', 'World.Asia.South-eastern Asia.Singapore', 'World.Asia.Western Asia.Israel', 'World.Asia.Eastern Asia.China', 'World.Europe.Eastern Europe.Slovak Republic', 'World.Asia.Western Asia.United Arab Emirates', 'World.Europe.Northern Europe.Sweden', 'World.Africa.Northern Africa.Algeria', 'World.Africa.Southern Africa.Namibia', 'World.Asia.Western Asia.Saudi Arabia', 'World.Europe.Eastern Europe.Bulgaria', 'World.Europe.Eastern Europe.Russian Federation', 'World.Europe.Eastern Europe.Czech Republic', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Western Europe.France']"
World.Europe.Southern Europe.Albania,"['World.Europe.Southern Europe.Italy', 'World.Europe.Southern Europe.Spain', 'World.Europe.Southern Europe.Greece', 'World.Europe.Western Europe.Germany', 'World.Europe.Southern Europe.Macedonia FYR', 'World.Asia.Eastern Asia.China', 'World.Americas.Northern America.United States', 'World.Europe.Southern Europe.Slovenia', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Western Europe.France', 'World.Europe.Western Europe.Switzerland']"
World.Americas.Central America.Belize,"['World.Americas.Northern America.United States', 'World.Europe.Northern Europe.United Kingdom', 'World.Americas.Caribbean.Jamaica', 'World.Europe.Northern Europe.Ireland', 'World.Americas.Caribbean.Barbados', 'World.Americas.Caribbean.Trinidad and Tobago', 'World.Americas.Central America.Guatemala', 'World.Europe.Western Europe.Netherlands', 'World.Americas.Central America.Honduras', 'World.Europe.Western Europe.Germany']"
World.Americas.Caribbean.Cuba,
World.Asia.Southern Asia.Nepal,
World.Asia.Southern Asia.Sri Lanka,
World.Asia.Southern Asia.Afghanistan,"['World.Asia.Southern Asia.Pakistan', 'World.Asia.Southern Asia.India', 'World.Asia.Eastern Asia.China', 'World.Asia.Western Asia.Turkey', 'World.Asia.Southern Asia.Iran Islamic Rep.']"
World.Asia.Western Asia.Occ.Pal.Terr,"['World.Asia.Western Asia.Israel', 'World.Asia.Western Asia.Jordan', 'World.Asia.Western Asia.United Arab Emirates']"
World.Asia.Central Asia.Tajikistan,
World.Africa.Eastern Africa.South Sudan,
World.Africa.Eastern Africa.Burundi,"['World.Asia.Western Asia.United Arab Emirates', 'World.Asia.Southern Asia.Pakistan', 'World.Europe.Western Europe.Belgium', 'World.Europe.Western Europe.Switzerland', 'World.Europe.Western Europe.Germany', 'World.Africa.Northern Africa.Egypt Arab Rep.', 'World.Asia.South-eastern Asia.Singapore', 'World.Africa.Eastern Africa.Rwanda', 'World.Asia.Eastern Asia.China', 'World.Europe.Northern Europe.United Kingdom', 'World.Africa.Eastern Africa.Uganda', 'World.Africa.Eastern Africa.Kenya', 'World.Asia.Western Asia.Oman', 'World.Africa.Eastern Africa.Tanzania']"
World.Africa.Eastern Africa.Malawi,"['World.Europe.Western Europe.Belgium', 'World.Africa.Southern Africa.South Africa', 'World.Africa.Eastern Africa.Zambia', 'World.Africa.Eastern Africa.Kenya', 'World.Americas.Northern America.United States', 'World.Africa.Northern Africa.Egypt Arab Rep.', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Western Europe.Germany', 'World.Africa.Eastern Africa.Zimbabwe', 'World.Europe.Northern Europe.United Kingdom', 'World.Asia.Eastern Asia.China', 'World.Europe.Southern Europe.Italy', 'World.Europe.Eastern Europe.Ukraine', 'World.Europe.Eastern Europe.Russian Federation', 'World.Europe.Eastern Europe.Poland', 'World.Africa.Eastern Africa.Tanzania', 'World.Africa.Eastern Africa.Mozambique', 'World.Asia.Western Asia.United Arab Emirates', 'World.Asia.Southern Asia.India', 'World.Asia.Eastern Asia.Korea Rep.', 'World.Asia.South-eastern Asia.Singapore', 'World.Asia.South-eastern Asia.Indonesia', 'World.Europe.Western Europe.Switzerland', 'World.Americas.South America.Brazil']"
World.Europe.Eastern Europe.Belarus,"['World.Europe.Eastern Europe.Russian Federation', 'World.Europe.Eastern Europe.Ukraine', 'World.Europe.Northern Europe.United Kingdom', 'World.Europe.Western Europe.Netherlands', 'World.Europe.Western Europe.Germany', 'World.Europe.Northern Europe.Lithuania', 'World.Europe.Eastern Europe.Poland', 'World.Asia.Central Asia.Kazakhstan', 'World.Americas.South America.Brazil', 'World.Asia.Eastern Asia.China', 'World.Europe.Northern Europe.Latvia', 'World.Asia.Southern Asia.India', 'World.Asia.Western Asia.Azerbaijan', 'World.Americas.Northern America.United States', 'World.Asia.South-eastern Asia.Indonesia', 'World.Asia.Western Asia.Turkey', 'World.Europe.Western Europe.Belgium', 'World.Asia.Central Asia.Uzbekistan']"
